gene,avg_log2FC,p_val,regulate,label
Rv1576c,1.990606368,1.67E-06,Up,
Rv3291c,1.692127541,1.86E-06,Up,
Rv1285,1.62563949,1.65E-06,Up,
Rv3569c,1.321712286,1.80E-06,Up,
Rv1831,1.497808967,1.69E-06,Up,
Rv2651c,1.685321486,2.03E-06,Up,
Rv1467c,1.83098837,1.74E-06,Up,
Rv2217,1.309102682,1.77E-06,Up,
Rv2500c,2.014461054,1.74E-06,Up,
Rv2037c,1.570604903,1.94E-06,Up,
Rv3590c,2.14047748,1.89E-06,Up,
Rv1635c,1.07374253,1.78E-06,Up,
Rv2006,1.290259171,1.69E-06,Up,
Rv0811c,1.148316402,1.86E-06,Up,
EBG00000313378,3.09876672,2.72E-06,Up,
Rv0452,2.063969136,2.10E-06,Up,
Rv0189c,1.003210019,1.72E-06,Up,
Rv0195,2.104351189,2.51E-06,Up,
Rv0789c,1.316874869,2.07E-06,Up,
Rv2718c,1.48029379,1.98E-06,Up,
Rv2453c,1.551168977,2.12E-06,Up,
Rv1625c,1.122184931,1.89E-06,Up,
Rv0575c,1.223665662,2.06E-06,Up,
Rv0278c,2.606749492,2.13E-06,Up,
Rv2866,1.904100789,2.58E-06,Up,
Rv3081,1.39168903,2.12E-06,Up,
Rv0564c,1.808543809,2.06E-06,Up,
Rv0921,1.536665832,2.41E-06,Up,
Rv1853,1.588352301,2.27E-06,Up,
Rv0397A,2.016784359,2.41E-06,Up,
Rv2373c,1.396262927,1.95E-06,Up,
Rv1737c,1.656096434,2.01E-06,Up,
Rv2964,2.207217556,2.41E-06,Up,
Rv3507,2.685612743,2.20E-06,Up,
Rv3539,1.491941463,2.62E-06,Up,
Rv0376c,1.700204677,2.85E-06,Up,
Rv2727c,1.295195908,2.49E-06,Up,
Rv3340,1.381408385,2.11E-06,Up,
Rv1332,1.022594397,2.22E-06,Up,
Rv1916,1.314124673,2.34E-06,Up,
Rv1774,1.31666125,2.40E-06,Up,
Rv1977,1.263194187,2.53E-06,Up,
Rv0619,2.220047936,3.94E-06,Up,
Rv2650c,1.490677735,2.64E-06,Up,
Rv1039c,1.069045143,2.58E-06,Up,
Rv0747,3.627570784,2.70E-06,Up,
Rv1462,1.869486559,2.42E-06,Up,
Rv3188,1.62096672,3.39E-06,Up,
Rv1086,1.177206426,2.79E-06,Up,
Rv0065,1.789724012,3.28E-06,Up,
Rv3548c,1.353653531,3.12E-06,Up,
Rv3743c,1.490363395,3.31E-06,Up,
Rv1375,1.065549034,2.59E-06,Up,
Rv2962c,1.172147422,2.95E-06,Up,
Rv0190,1.178927596,2.81E-06,Up,
Rv2052c,2.053585706,2.89E-06,Up,
Rv0274,1.167235878,3.41E-06,Up,
Rv0349,1.244867372,3.47E-06,Up,
Rv1076,1.082148166,3.28E-06,Up,
Rv0573c,1.453915932,3.82E-06,Up,
Rv2557,1.646001851,2.97E-06,Up,
Rv1525,1.337888332,3.47E-06,Up,
Rv3286c,1.478287159,3.48E-06,Up,
Rv0839,1.386263483,3.48E-06,Up,
Rv1833c,1.058089378,3.44E-06,Up,
Rv0982,1.150250461,2.98E-06,Up,
Rv2517c,2.842082804,3.38E-06,Up,
Rv1803c,1.266978107,3.85E-06,Up,
Rv0586,1.474817617,3.15E-06,Up,
Rv0465c,1.723233639,3.17E-06,Up,
Rv1660,1.172726161,3.61E-06,Up,
Rv1671,2.047711924,5.79E-06,Up,
Rv1044,1.480166644,4.52E-06,Up,
Rv0339c,1.00150382,3.68E-06,Up,
Rv1239c,1.179245055,4.26E-06,Up,
Rv3833,1.561594246,3.96E-06,Up,
Rv3205c,1.205116434,3.55E-06,Up,
Rv0750,1.418298345,4.98E-06,Up,
Rv0877,1.127819139,3.71E-06,Up,
Rv0770,1.777392095,5.11E-06,Up,
Rv2853,1.231189241,4.68E-06,Up,
Rv3189,1.371085339,5.07E-06,Up,
Rv0252,1.323589458,4.87E-06,Up,
Rv0492c,1.308753795,4.43E-06,Up,
Rv0520,2.022778093,5.95E-06,Up,
Rv2583c,1.076137474,4.00E-06,Up,
Rv3595c,1.31290459,4.49E-06,Up,
Rv1773c,1.154464243,5.12E-06,Up,
Rv3016,1.501074986,4.99E-06,Up,
Rv2005c,2.610426248,4.22E-06,Up,
Rv1939,1.542969756,6.76E-06,Up,
Rv1517,1.490015854,5.32E-06,Up,
Rv1602,1.06220642,5.31E-06,Up,
Rv2323c,1.425402745,5.33E-06,Up,
Rv1584c,1.166536343,5.52E-06,Up,
Rv2372c,1.96674692,4.62E-06,Up,
Rv3175,1.34670944,5.22E-06,Up,
Rv3502c,2.743105143,5.12E-06,Up,
Rv1893,1.242514245,5.60E-06,Up,
Rv0842,1.15903406,4.63E-06,Up,
Rv1067c,1.640759555,6.46E-06,Up,
Rv1529,1.029950233,5.52E-06,Up,
Rv3242c,1.368249922,5.84E-06,Up,
Rv2829c,1.369378928,5.54E-06,Up,
Rv1935c,1.53910359,6.82E-06,Up,
Rv2250c,1.592834793,7.69E-06,Up,
Rv2506,1.552761442,6.32E-06,Up,
Rv2358,1.468411251,5.32E-06,Up,
Rv0838,1.13843309,6.21E-06,Up,
Rv2031c,1.724494854,4.71E-06,Up,
Rv2638,1.219507313,6.29E-06,Up,
Rv1840c,2.967762565,5.89E-06,Up,
Rv0354c,1.007614829,5.91E-06,Up,
Rv2242,1.042424485,5.47E-06,Up,
Rv0850,1.932053806,7.78E-06,Up,
Rv1221,2.224504608,5.03E-06,Up,
Rv2826c,1.374903663,6.81E-06,Up,
Rv0978c,2.128027171,8.23E-06,Up,
Rv1152,1.588598814,6.13E-06,Up,
Rv0146,1.016023327,5.82E-06,Up,
Rv0485,1.556682962,5.21E-06,Up,
Rv3842c,1.421055071,5.21E-06,Up,
Rv1958c,1.371470235,6.24E-06,Up,
Rv1655,1.260027505,6.58E-06,Up,
Rv1327c,1.149408079,5.36E-06,Up,
Rv1738,1.292860536,5.45E-06,Up,
Rv0539,1.436868862,5.78E-06,Up,
Rv3079c,1.158900883,7.69E-06,Up,
Rv2168c,3.374019651,1.23E-05,Up,
Rv3098c,1.039565542,7.63E-06,Up,
Rv0989c,1.575000066,7.25E-06,Up,
Rv1225c,1.073045185,6.56E-06,Up,
Rv2828c,1.272767304,9.54E-06,Up,
Rv0326,2.027314005,1.10E-05,Up,
Rv0521,2.187187074,1.04E-05,Up,
Rv0212c,1.038087961,7.71E-06,Up,
Rv1592c,1.430793883,6.53E-06,Up,
Rv0550c,1.720759397,1.17E-05,Up,
Rv3652,1.144147886,9.14E-06,Up,
Rv1222,1.920276843,6.58E-06,Up,
Rv0330c,1.399920041,9.86E-06,Up,
Rv2699c,1.614105178,7.99E-06,Up,
Rv3437,1.47715295,8.80E-06,Up,
Rv0078A,1.135406008,7.73E-06,Up,
Rv2554c,1.649156835,7.82E-06,Up,
Rv0348,1.127098006,8.91E-06,Up,
Rv2515c,1.550436919,1.02E-05,Up,
Rv2107,2.469873771,1.03E-05,Up,
Rv3180c,1.11893557,1.04E-05,Up,
Rv3222c,1.598531268,8.23E-06,Up,
Rv0064A,2.746994682,1.50E-05,Up,
Rv2359,1.84762204,9.45E-06,Up,
Rv1406,1.375617139,9.86E-06,Up,
Rv1990A,1.034633606,1.07E-05,Up,
Rv2322c,1.426734694,1.21E-05,Up,
Rv1638,1.078587191,8.34E-06,Up,
Rv2660c,2.203479239,8.53E-06,Up,
Rv3609c,1.112847304,1.02E-05,Up,
Rv3417c,1.079333385,9.41E-06,Up,
Rv1255c,1.021366976,1.18E-05,Up,
Rv1726,1.590323846,1.37E-05,Up,
Rv0325,2.15073652,1.92E-05,Up,
Rv3551,1.148583392,1.37E-05,Up,
Rv1284,1.807922973,1.23E-05,Up,
Rv2639c,1.42335875,1.46E-05,Up,
Rv2017,1.056952141,1.27E-05,Up,
Rv1419,1.335391597,1.12E-05,Up,
Rv0476,1.616734617,1.14E-05,Up,
Rv2769c,1.13173374,1.54E-05,Up,
Rv2249c,1.28742183,1.49E-05,Up,
Rv3017c,1.758825518,1.72E-05,Up,
Rv0250c,1.703016207,1.19E-05,Up,
Rv3513c,2.296285496,2.17E-05,Up,
Rv0096,1.41971726,1.99E-05,Up,
Rv2615c,1.819263418,1.32E-05,Up,
Rv0491,1.26656034,1.30E-05,Up,
Rv3055,1.047910073,1.60E-05,Up,
Rv2665,1.129238486,1.31E-05,Up,
Rv0648,1.073301117,1.57E-05,Up,
Rv2505c,1.104249411,1.63E-05,Up,
Rv2706c,2.712976467,1.28E-05,Up,
Rv1250,1.180253781,1.50E-05,Up,
Rv0727c,1.033074138,1.69E-05,Up,
Rv3174,1.768809608,2.30E-05,Up,
Rv1972,1.836201098,2.66E-05,Up,
Rv3252c,1.735135505,1.36E-05,Up,
Rv1670,1.592088435,2.57E-05,Up,
Rv0986,1.184300251,1.73E-05,Up,
Rv3185,1.14463102,1.83E-05,Up,
Rv3567c,1.005239765,2.20E-05,Up,
Rv2551c,1.261101453,1.97E-05,Up,
Rv1834,1.020474192,2.16E-05,Up,
Rv2692,1.14359184,1.86E-05,Up,
Rv2482c,1.00554758,1.71E-05,Up,
Rv2142c,2.393637273,2.45E-05,Up,
Rv0347,1.584706903,1.89E-05,Up,
Rv0311,1.008149996,2.16E-05,Up,
Rv2830c,1.579461792,2.56E-05,Up,
Rv2865,1.342842918,2.36E-05,Up,
Rv3202c,1.174165384,2.04E-05,Up,
Rv3251c,1.288254311,1.96E-05,Up,
Rv1940,1.324619914,2.45E-05,Up,
Rv1601,1.384332281,2.12E-05,Up,
Rv1767,1.221751197,2.62E-05,Up,
Rv2686c,1.037843449,2.49E-05,Up,
Rv2034,2.857316823,1.89E-05,Up,
Rv2004c,3.227615549,1.96E-05,Up,
Rv1087,1.240716256,2.44E-05,Up,
Rv0806c,1.198589587,2.14E-05,Up,
Rv1957,1.483740359,2.20E-05,Up,
Rv2655c,1.068637292,2.70E-05,Up,
Rv1033c,1.189743546,3.21E-05,Up,
Rv0833,1.575769956,2.46E-05,Up,
Rv3552,1.149824219,3.31E-05,Up,
Rv0132c,1.161070377,2.93E-05,Up,
Rv0367c,1.047126435,3.06E-05,Up,
Rv2099c,1.736158711,4.98E-05,Up,
Rv3553,1.264605793,3.72E-05,Up,
Rv2328,1.099164417,3.22E-05,Up,
Rv0795,2.12844662,6.56E-05,Up,
Rv2423,1.086276759,3.75E-05,Up,
Rv0368c,1.192189881,5.15E-05,Up,
Rv3342,1.131927855,3.17E-05,Up,
Rv3410c,1.07392296,3.30E-05,Up,
Rv2108,1.278069461,3.36E-05,Up,
Rv3739c,1.093661682,4.58E-05,Up,
Rv0984,1.189978112,3.12E-05,Up,
Rv2134c,1.314332064,3.20E-05,Up,
Rv0810c,1.407968209,3.43E-05,Up,
Rv0037c,1.058939631,3.43E-05,Up,
Rv1645c,1.04452787,3.73E-05,Up,
Rv3597c,1.038022704,3.71E-05,Up,
Rv3345c,1.815231817,4.78E-05,Up,
EBG00000313339,4.21231902,3.36E-05,Up,
Rv1286,1.311116844,3.61E-05,Up,
Rv0825c,1.064328546,4.35E-05,Up,
Rv0078B,1.237555576,6.28E-05,Up,
Rv0369c,1.129191686,6.90E-05,Up,
Rv2304c,1.03939816,6.55E-05,Up,
Rv1973,1.617354678,8.96E-05,Up,
Rv1004c,1.385517057,4.79E-05,Up,
Rv2022c,1.352895663,4.75E-05,Up,
Rv3541c,1.054668042,7.89E-05,Up,
Rv3830c,1.347218768,7.91E-05,Up,
Rv0142,1.473718454,5.34E-05,Up,
Rv0493c,1.375895671,6.31E-05,Up,
Rv2649,1.596541664,0.000111011,Up,
Rv3568c,1.046532922,5.53E-05,Up,
EBG00000313347,1.88330449,0.000111025,Up,
Rv2234,1.048985205,6.45E-05,Up,
Rv2644c,1.290982849,7.33E-05,Up,
Rv0620,1.537436978,0.000119066,Up,
Rv3467,1.097914953,9.94E-05,Up,
Rv0622,1.121514448,9.15E-05,Up,
Rv3653,1.343785938,0.000110763,Up,
Rv0538,1.0239457,6.36E-05,Up,
Rv1047,1.456625573,0.00011614,Up,
Rv3751,1.402521707,0.000114993,Up,
Rv0374c,1.347320239,0.000148072,Up,
Rv2250A,1.091419416,0.000119596,Up,
Rv1052,1.364299988,0.000111618,Up,
Rv0389,1.152682923,9.50E-05,Up,
Rv0474,1.334060414,8.34E-05,Up,
Rv1845c,1.069731962,8.88E-05,Up,
Rv0828c,1.6667102,0.000241754,Up,
Rv2546,1.232245859,0.000222269,Up,
Rv3572,1.315428156,0.000129016,Up,
Rv2828A,1.176191071,0.000169697,Up,
Rv0775,1.245073115,0.000127746,Up,
Rv0297,1.394637037,0.000111152,Up,
Rv0314c,1.074968644,0.00011099,Up,
Rv3047c,1.156991109,0.000169841,Up,
Rv0375c,1.073470424,0.000219976,Up,
Rv1495,1.094620683,0.000191874,Up,
EBG00000313340,1.486866095,0.000202014,Up,
Rv1066,1.897337159,0.000165646,Up,
EBG00000313377,1.690628306,0.000254397,Up,
EBG00000313328,1.727143267,0.000371359,Up,
Rv1674c,1.243114981,0.000273963,Up,
Rv2801A,1.119021739,0.000260634,Up,
Rv3514,2.23956643,0.000183045,Up,
Rv0629c,1.303942056,0.000166601,Up,
Rv1910c,1.04369603,0.000198537,Up,
Rv0746,1.27994267,0.000214482,Up,
Rv1153c,1.000439265,0.000248381,Up,
EBG00000313383,1.070323585,0.000360008,Up,
Rv2539c,1.290090775,0.000214508,Up,
Rv1808,1.018632754,0.000231652,Up,
Rv3508,1.892150217,0.000221678,Up,
Rv0738,1.272267496,0.000260862,Up,
Rv1974,1.252826535,0.000466273,Up,
Rv0081,1.025766025,0.000309921,Up,
Rv1555,1.22652521,0.000604075,Up,
Rv3021c,1.729938335,0.000564398,Up,
Rv2063A,1.115045886,0.0004808,Up,
Rv3289c,3.849374499,0.000326276,Up,
Rv1945,1.117203817,0.00038062,Up,
Rv0621,1.011606269,0.000427971,Up,
Rv2801c,1.136361134,0.000482774,Up,
Rv3177,1.228599022,0.000535739,Up,
Rv3114,1.000887463,0.000742035,Up,
Rv3022A,1.437063741,0.001278867,Up,
Rv0979c,1.309800478,0.001590199,Up,
Rv1088,1.068417612,0.001684203,Up,
Rv3529c,1.684306438,0.001088172,Up,
Rv2654c,1.245014117,0.002605054,Up,
EBG00000313325,4.882297409,0.001003299,Up,
Rv0372c,1.084943872,0.003602746,Up,
Rv3724A,1.003388334,0.002417172,Up,
Rv2087,1.242416982,0.013110208,Up,
Rv2635,1.19332438,0.016239635,Up,
EBG00000313318,1.579548037,0.007408062,Up,
